"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
604,20.1980725645,-28.5086643681,445.578,986.01,593713.1,986.01,593729.2,0.1,0.2%,348
605,20.2069882470,-28.5114317706,445.313,925.12,594638.2,925.12,594654.4,0.0,0.0%,349
606,20.2141401667,-28.5171282693,443.472,942.72,595580.9,942.73,595597.1,0.1,0.2%,351
607,20.2241791045,-28.5187999196,447.416,1000,596580.9,1000,596597.1,0.2,0.4%,351
608,20.2325390396,-28.5239086678,444.717,995.09,597576,995.09,597592.2,0.2,0.3%,352
609,20.2392740103,-28.5305797338,450.988,990.55,598566.6,990.57,598582.8,0.4,0.6%,354
610,20.2459636874,-28.5373318120,452.239,994.32,599560.9,994.32,599577.1,0.1,0.1%,355
611,20.2550928897,-28.5384819580,447.283,902.51,600463.4,902.53,600479.6,0.3,0.5%,356
612,20.2652428359,-28.5379619563,471.107,995.03,601458.4,995.32,601474.9,1.4,2.4%,357
613,20.2750760368,-28.5399830654,460.345,988.08,602446.5,988.14,602463.1,0.6,1.1%,359
614,20.2825978228,-28.5459714808,455.523,991.13,603437.6,991.14,603454.2,0.3,0.5%,361
615,20.2881517653,-28.5535454518,462.572,1000,604437.6,1000,604454.2,0.4,0.7%,361
616,20.2913116472,-28.5620465565,478.105,991.6,605429.3,991.72,605446,0.9,1.6%,363
617,20.2928320317,-28.5709654808,476.284,999.6,606428.9,999.6,606445.6,0.1,0.2%,364
618,20.2988922114,-28.5774333548,472.038,930.25,607359.1,930.26,607375.8,0.3,0.5%,365
619,20.3079702892,-28.5815372456,527.154,997.81,608356.9,999.33,608375.2,3.2,5.5%,366
620,20.3170325560,-28.5856590130,601.44,997.3,609354.2,1000.1,609375.2,4.3,7.4%,367
621,20.3263369844,-28.5893965890,581.055,1000,610354.2,1000.2,610375.4,1.2,2.0%,367
622,20.3356414128,-28.5931341651,602.857,999.99,611354.2,1000.2,611375.7,1.2,2.2%,367
623,20.3446229862,-28.5973153791,616.206,993.27,612347.5,993.36,612369,0.8,1.3%,368
624,20.3520427981,-28.6034546418,618.32,994.82,613342.3,994.82,613363.8,0.1,0.2%,369
625,20.3584228692,-28.6104124533,620.016,991.98,614334.3,991.98,614355.8,0.1,0.2%,371
626,20.3637732009,-28.6181015995,622.83,1000,615334.3,1000,615355.8,0.2,0.3%,371
627,20.3698279937,-28.6252932290,626.731,992.91,616327.2,992.92,616348.7,0.2,0.4%,372
628,20.3762853946,-28.6320834372,627.733,982.37,617309.6,982.37,617331.1,0.1,0.1%,374
629,20.3855873409,-28.6356862344,624.74,993.33,618302.9,993.34,618324.5,0.2,0.3%,375
630,20.3952967582,-28.6385160223,626.893,999.82,619302.7,999.83,619324.3,0.1,0.2%,376
631,20.4053349067,-28.6401956740,629.783,998.98,620301.7,998.98,620323.3,0.2,0.3%,377
632,20.4154165209,-28.6417149507,631.172,1000,621301.7,1000,621323.3,0.1,0.1%,377
633,20.4248130463,-28.6451735011,632.662,995.47,622297.2,995.47,622318.7,0.1,0.1%,378
634,20.4334773946,-28.6499114670,634.614,996.65,623293.8,996.65,623315.4,0.1,0.2%,379
635,20.4421436688,-28.6546853299,632.682,998.88,624292.7,998.88,624314.3,0.1,0.2%,380
636,20.4507096950,-28.6595788145,633.978,997.69,625290.4,997.69,625312,0.1,0.1%,381
637,20.4588332464,-28.6650628696,637.089,1000,626290.4,1000,626312,0.2,0.3%,381
638,20.4669567978,-28.6705469248,637.332,999.98,627290.4,999.98,627312,0.0,0.0%,381
639,20.4756198828,-28.6753123850,638.154,997.98,628288.4,997.98,628309.9,0.0,0.1%,382
640,20.4842175118,-28.6801841545,639.221,998.84,629287.2,998.84,629308.8,0.1,0.1%,383
641,20.4925866138,-28.6853746970,639.43,999.99,630287.2,999.99,630308.8,0.0,0.0%,383
642,20.4997511748,-28.6917964711,642.338,998.41,631285.6,998.41,631307.2,0.2,0.3%,384
643,20.5046667985,-28.6996034175,642.011,989.65,632275.3,989.65,632296.8,0.0,0.0%,386
644,20.5099674942,-28.7072958895,643.152,997.57,633272.8,997.57,633294.4,0.1,0.1%,387
645,20.5145969655,-28.7153025871,643.919,996.03,634268.9,996.03,634290.4,0.0,0.1%,388
646,20.5192182262,-28.7233130823,646.055,996.02,635264.9,996.03,635286.5,0.1,0.2%,389
647,20.5248619361,-28.7305964040,646.369,977.55,636242.4,977.55,636264,0.0,0.0%,391
648,20.5315007270,-28.7370452936,646.297,965.11,637207.5,965.11,637229.1,0.0,0.0%,393
649,20.5403693266,-28.7414758573,647.937,995.8,638203.3,995.8,638224.9,0.1,0.2%,394
650,20.5498630528,-28.7447089905,648.191,994.16,639197.5,994.16,639219.1,0.0,0.0%,397
651,20.5597447023,-28.7470684387,650.026,1000,640197.5,1000,640219.1,0.1,0.2%,397
652,20.5698219048,-28.7483834355,648.053,995.02,641192.5,995.02,641214.1,0.1,0.2%,398
653,20.5800403624,-28.7489439871,649.827,1000,642192.5,1000,642214.1,0.1,0.2%,398
654,20.5902588199,-28.7495045386,649.676,1000,643192.5,1000,643214.1,0.0,0.0%,398
655,20.6004772775,-28.7500650901,648.272,1000,644192.5,1000,644214.1,0.1,0.1%,398
656,20.6106483436,-28.7508656710,650.809,997.38,645189.9,997.39,645211.5,0.1,0.3%,399
657,20.6204799241,-28.7533856860,646.735,1000,646189.9,1000.1,646211.5,0.2,0.4%,399
658,20.6303115046,-28.7559057011,649.429,1000,647190,1000,647211.6,0.2,0.3%,399
659,20.6401430852,-28.7584257162,649.346,1000,648190,1000,648211.6,0.0,0.0%,399
660,20.6499746657,-28.7609457313,650.467,999.98,649190,999.98,649211.6,0.1,0.1%,399
661,20.6598062462,-28.7634657463,650.875,999.96,650189.9,999.96,650211.5,0.0,0.0%,399
662,20.6697551974,-28.7655529593,652.237,998.76,651188.7,998.76,651210.3,0.1,0.1%,400
663,20.6798213743,-28.7672079045,654.015,1000,652188.7,1000,652210.3,0.1,0.2%,400
664,20.6899622312,-28.7683340123,661.686,998.15,653186.8,998.18,653208.5,0.4,0.8%,401
665,20.7001817889,-28.7688754982,666.564,999.8,654186.6,999.81,654208.3,0.3,0.5%,402
666,20.7103816390,-28.7680763851,660.901,1000,655186.6,1000,655208.3,0.3,0.6%,402
667,20.7204601382,-28.7665762678,665.315,998.17,656184.8,998.18,656206.5,0.3,0.4%,403
668,20.7304670852,-28.7646628167,666.722,1000,657184.8,1000,657206.5,0.1,0.1%,403
669,20.7406427936,-28.7639575337,666.097,996.82,658181.6,996.82,658203.3,0.0,0.1%,404
670,20.7508773696,-28.7636736854,675.93,1000,659181.6,1000,659203.3,0.6,1.0%,404
671,20.7611119456,-28.7633898370,676.216,1000,660181.6,1000,660203.3,0.0,0.0%,404
672,20.7711529802,-28.7617502765,676.355,997.31,661178.9,997.31,661200.7,0.0,0.0%,405
673,20.7812366475,-28.7602423061,678.623,998.87,662177.8,998.88,662199.5,0.1,0.2%,406
674,20.7913977550,-28.7591297212,681.881,1000,663177.8,1000,663199.5,0.2,0.3%,406
675,20.8014871370,-28.7576360116,683.423,999.19,664177,999.19,664198.7,0.1,0.2%,407
676,20.8115145388,-28.7558129613,682.674,999.96,665177,999.96,665198.7,0.0,0.1%,407
677,20.8215419407,-28.7539899110,685,999.98,666176.9,999.98,666198.7,0.1,0.2%,407
678,20.8315693425,-28.7521668607,687.691,1000,667176.9,1000,667198.7,0.2,0.3%,407
679,20.8415967443,-28.7503438103,687.874,1000,668177,1000,668198.7,0.0,0.0%,407
680,20.8516241462,-28.7485207600,687.884,1000,669177,1000,669198.7,0.0,0.0%,407
681,20.8615726040,-28.7464722056,690.799,997.89,670174.9,997.89,670196.6,0.2,0.3%,408
682,20.8710249422,-28.7430064806,692.432,999.99,671174.9,999.99,671196.6,0.1,0.2%,408
683,20.8802235012,-28.7390982385,710.826,997.48,672172.3,997.65,672194.3,1.1,1.8%,409
684,20.8879027639,-28.7331740768,713.156,996.91,673169.3,996.91,673191.2,0.1,0.2%,410
685,20.8963613543,-28.7282180396,715.411,992.23,674161.5,992.23,674183.4,0.1,0.2%,412
686,20.9058931176,-28.7249427204,715.981,999.45,675160.9,999.45,675182.9,0.0,0.1%,413
687,20.9159958251,-28.7235668991,717.774,998.71,676159.6,998.71,676181.6,0.1,0.2%,414
688,20.9259581576,-28.7250030725,719.671,986.21,677145.9,986.22,677167.8,0.1,0.2%,416
689,20.9352379638,-28.7288109634,719.394,1000,678145.9,1000,678167.8,0.0,0.0%,416
690,20.9451033631,-28.7311663854,722.352,998.49,679144.3,998.5,679166.3,0.2,0.3%,417
691,20.9552248146,-28.7321818828,722.174,995.14,680139.5,995.14,680161.4,0.0,0.0%,418
692,20.9654234008,-28.7322558887,722.735,996.32,681135.8,996.32,681157.7,0.0,0.1%,419
693,20.9754168776,-28.7303016123,724.005,1000,682135.8,1000,682157.7,0.1,0.1%,419
694,20.9850212047,-28.7273406724,723.77,994,683129.8,994,683151.7,0.0,0.0%,421
695,20.9948334007,-28.7248462349,724.628,997.67,684127.5,997.67,684149.4,0.0,0.1%,422
696,21.0045011398,-28.7218823001,725.183,1000,685127.5,1000,685149.4,0.0,0.1%,422
697,21.0137704515,-28.7180774205,726.243,998.98,686126.5,998.98,686148.4,0.1,0.1%,423
698,21.0224576589,-28.7133398370,736.568,998.06,687124.5,998.11,687146.5,0.6,1.0%,424
699,21.0309446429,-28.7082975042,742.91,999.99,688124.5,1000,688146.5,0.4,0.6%,424
700,21.0394316268,-28.7032551714,746.366,1000,689124.5,1000,689146.5,0.2,0.3%,424
701,21.0474397654,-28.6976948340,751.926,996.07,690120.6,996.08,690142.6,0.3,0.6%,425
702,21.0543090054,-28.6910524846,754.618,996.29,691116.9,996.29,691138.9,0.2,0.3%,426
703,21.0601730656,-28.6836585099,757.005,999.99,692116.9,1000,692138.9,0.1,0.2%,426
704,21.0662591037,-28.6764370096,760,997.2,693114.1,997.2,693136.1,0.2,0.3%,427
705,21.0743780217,-28.6709870051,761.155,997.3,694111.4,997.3,694133.4,0.1,0.1%,428
706,21.0833580979,-28.6667687511,763.075,994.52,695105.9,994.52,695127.9,0.1,0.2%,429
707,21.0910873446,-28.6609528639,763.579,993.15,696099,993.15,696121.1,0.0,0.1%,430
708,21.0984242373,-28.6546749302,766,999.27,697098.3,999.28,697120.4,0.1,0.2%,431
709,21.1052870623,-28.6479844015,766.281,1000,698098.3,1000,698120.4,0.0,0.0%,431
710,21.1115129555,-28.6408462450,767.311,998.2,699096.5,998.2,699118.6,0.1,0.1%,432
711,21.1180260323,-28.6339223986,769.046,997.2,700093.7,997.2,700115.8,0.1,0.2%,433
712,21.1250761804,-28.6273863141,769.51,1000,701093.7,1000,701115.8,0.0,0.0%,433
713,21.1316789613,-28.6205271817,770.604,997.4,702091.1,997.4,702113.2,0.1,0.1%,434
714,21.1375532635,-28.6131420081,769.914,999.98,703091.1,999.98,703113.1,0.0,0.1%,434
715,21.1434275656,-28.6057568345,771.173,1000,704091.1,1000,704113.1,0.1,0.1%,434
716,21.1491785507,-28.5983102924,772.393,998.76,705089.9,998.76,705111.9,0.1,0.1%,435
717,21.1541106684,-28.5904559318,773.05,995.24,706085.1,995.24,706107.1,0.0,0.1%,436
718,21.1596904971,-28.5829055192,771.398,999.09,707084.2,999.09,707106.2,0.1,0.2%,437
719,21.1647981547,-28.5750900676,772.743,999.98,708084.2,999.98,708106.2,0.1,0.1%,437
720,21.1699058122,-28.5672746160,774.789,999.99,709084.2,1000,709106.2,0.1,0.2%,437
721,21.1750134698,-28.5594591645,772.898,1000,710084.2,1000,710106.2,0.1,0.2%,437
722,21.1801211274,-28.5516437129,776.75,1000,711084.2,1000,711106.3,0.2,0.4%,437
723,21.1830322403,-28.5430357362,778.062,995.63,712079.8,995.64,712101.9,0.1,0.1%,438
724,21.1855882158,-28.5342996239,777.427,1000,713079.8,1000,713101.9,0.0,0.1%,438
725,21.1878567536,-28.5255130496,781.499,998.79,714078.6,998.8,714100.7,0.2,0.4%,439
726,21.1892792929,-28.5165779531,781.985,1000,715078.6,1000,715100.7,0.0,0.0%,439
727,21.1882418960,-28.5084382245,779.723,907.81,715986.4,907.81,716008.5,0.1,0.2%,441
728,21.1890395956,-28.4994661244,783.034,997.42,716983.9,997.42,717005.9,0.2,0.3%,442
729,21.1937084864,-28.4914410110,780.71,1000,717983.9,1000,718005.9,0.1,0.2%,442
730,21.2016482808,-28.4858479083,781.06,994.29,718978.1,994.29,719000.2,0.0,0.0%,443
731,21.2108650080,-28.4820873095,785,994.08,719972.2,994.09,719994.3,0.2,0.4%,444
732,21.2203208728,-28.4786985467,787.428,999.21,720971.4,999.21,720993.5,0.1,0.2%,445
733,21.2293644561,-28.4746573597,789.683,992.41,721963.8,992.41,721985.9,0.1,0.2%,446
734,21.2389891914,-28.4716429507,787.34,999.99,722963.8,1000,722985.9,0.1,0.2%,446
735,21.2485387737,-28.4684875435,790.316,998.45,723962.3,998.46,723984.4,0.2,0.3%,447
736,21.2576669917,-28.4644976936,791.96,997.35,724959.6,997.35,724981.7,0.1,0.2%,448
737,21.2670976893,-28.4610391298,790.494,1000,725959.6,1000,725981.8,0.1,0.1%,448
738,21.2753546623,-28.4558413130,789.85,992.9,726952.5,992.9,726974.7,0.0,0.1%,449
739,21.2831090964,-28.4499928321,792.763,998.5,727951,998.51,727973.2,0.2,0.3%,450
740,21.2900115673,-28.4433448323,794.412,999.99,728951,999.99,728973.1,0.1,0.2%,450
741,21.2969140383,-28.4366968324,794.002,1000,729951.1,1000,729973.2,0.0,0.0%,450
742,21.3043630125,-28.4305279123,793.007,999.97,730951,999.97,730973.1,0.1,0.1%,451
743,21.3118143693,-28.4243610808,795.136,1000,731951,1000,731973.1,0.1,0.2%,451
744,21.3210631679,-28.4208327005,794.365,986.93,732938,986.93,732960.1,0.0,0.1%,453
745,21.3310945421,-28.4207522361,794.18,982.89,733920.8,982.89,733943,0.0,0.0%,454
746,21.3411474884,-28.4222218197,794.021,998.33,734919.2,998.33,734941.3,0.0,0.0%,455
747,21.3509849893,-28.4246266996,794.258,1000,735919.2,1000,735941.3,0.0,0.0%,455
748,21.3611607026,-28.4242306342,795.617,997.92,736917.1,997.92,736939.2,0.1,0.1%,456
749,21.3713508259,-28.4237152311,799.878,1000,737917.1,1000,737939.2,0.2,0.4%,456
750,21.3813489499,-28.4224211374,799.045,990.01,738907.1,990.01,738929.2,0.0,0.1%,458
751,21.3914632832,-28.4236321775,801.122,1000,739907.1,1000,739929.2,0.1,0.2%,458
752,21.4013596358,-28.4257839436,802.55,998.48,740905.6,998.48,740927.7,0.1,0.1%,459
753,21.4113437968,-28.4275503008,806.23,997.56,741903.1,997.57,741925.3,0.2,0.4%,460
754,21.4204511527,-28.4243611690,809,959.72,742862.9,959.72,742885,0.2,0.3%,462
755,21.4286626705,-28.4190381897,808.146,997.64,743860.5,997.64,743882.6,0.0,0.1%,463
756,21.4362061053,-28.4130603028,807.678,992.58,744853.1,992.58,744875.2,0.0,0.0%,464
757,21.4430624223,-28.4063767356,808.709,1000,745853.1,1000,745875.2,0.1,0.1%,464
758,21.4489709542,-28.3990231899,810.932,999.7,746852.8,999.71,746874.9,0.1,0.2%,465
759,21.4553216998,-28.3920121587,810.568,995.53,747848.3,995.53,747870.5,0.0,0.0%,466
760,21.4633462249,-28.3875951537,809.684,926.35,748774.7,926.35,748796.8,0.1,0.1%,467
761,21.4733727753,-28.3892676241,809.731,1000,749774.7,1000,749796.8,0.0,0.0%,467
762,21.4829366405,-28.3923702693,809.653,998.39,750773.1,998.39,750795.2,0.0,0.0%,468
763,21.4925131529,-28.3954092955,810.249,997.12,751770.2,997.12,751792.3,0.0,0.1%,469
764,21.5026487588,-28.3957899467,810.887,994.19,752764.4,994.19,752786.5,0.0,0.1%,470
765,21.5122014687,-28.3929690444,811.48,987,753751.4,987,753773.5,0.0,0.1%,472
766,21.5212661784,-28.3889337389,813.774,994.6,754746,994.6,754768.1,0.1,0.2%,473
767,21.5310247607,-28.3866205173,814.028,990.18,755736.1,990.18,755758.3,0.0,0.0%,474
768,21.5409604106,-28.3880509453,814.176,986.59,756722.7,986.59,756744.9,0.0,0.0%,476
769,21.5502675908,-28.3917494186,814.152,1000,757722.8,1000,757744.9,0.0,0.0%,476
770,21.5595747710,-28.3954478920,812.673,999.99,758722.7,999.99,758744.9,0.1,0.1%,476
771,21.5691906752,-28.3983337730,812.737,995.15,759717.9,995.15,759740,0.0,0.0%,478
772,21.5781320172,-28.4026822042,815.146,1000,760717.9,1000,760740,0.1,0.2%,478
773,21.5874315860,-28.4063966125,815.6,999.95,761717.8,999.95,761740,0.0,0.0%,479
774,21.5967393082,-28.4100965900,815.28,999.99,762717.8,999.99,762740,0.0,0.0%,479
775,21.6064076572,-28.4128998106,814.005,997,763714.8,997,763737,0.1,0.1%,480
776,21.6162702804,-28.4152199364,817.087,1000,764714.8,1000,764737,0.2,0.3%,480
777,21.6256908241,-28.4185520486,818.337,994.16,765709,994.16,765731.1,0.1,0.1%,482
778,21.6344036130,-28.4231274973,817.724,992.9,766701.9,992.9,766724,0.0,0.1%,484
779,21.6441054126,-28.4259307050,818.594,1000,767701.9,1000,767724,0.0,0.1%,484
780,21.6534095389,-28.4295992200,817.594,998.09,768700,998.09,768722.1,0.1,0.1%,485
781,21.6625712249,-28.4335776745,820.155,1000,769700,1000,769722.1,0.1,0.3%,485
782,21.6713962878,-28.4380622566,822.081,997.21,770697.2,997.22,770719.4,0.1,0.2%,486
783,21.6797789629,-28.4432119881,822.235,1000,771697.2,1000,771719.4,0.0,0.0%,486
784,21.6881616381,-28.4483617196,822.116,999.98,772697.2,999.98,772719.4,0.0,0.0%,486
785,21.6954371830,-28.4545894499,826.065,992.08,773689.3,992.09,773711.4,0.2,0.4%,488
786,21.7008604833,-28.4622013047,827.474,996.9,774686.2,996.9,774708.3,0.1,0.1%,489
787,21.7018583278,-28.4711811863,825.242,1000,775686.2,1000,775708.3,0.1,0.2%,489
788,21.7022210000,-28.4801885501,827.576,998.89,776685.1,998.89,776707.2,0.1,0.2%,490
789,21.7020173941,-28.4889232212,826.038,968.25,777653.3,968.25,777675.5,0.1,0.2%,492
790,21.7070335176,-28.4967830791,826.567,1000,778653.3,1000,778675.5,0.0,0.1%,492
791,21.7136323748,-28.5034380348,828.188,980.49,779633.8,980.5,779656,0.1,0.2%,493
792,21.7216930844,-28.5089801128,828.229,999.99,780633.8,999.99,780656,0.0,0.0%,493
793,21.7288712206,-28.5153836320,828.225,998.71,781632.5,998.71,781654.7,0.0,0.0%,494
794,21.7369635680,-28.5208321603,829.224,996.05,782628.6,996.05,782650.7,0.1,0.1%,495
795,21.7445540168,-28.5268183786,829.688,996.07,783624.6,996.07,783646.8,0.0,0.0%,496
796,21.7497555423,-28.5343852381,832.795,981.06,784605.7,981.06,784627.9,0.2,0.3%,497
797,21.7523441159,-28.5430168830,840.431,989.61,785595.3,989.64,785617.5,0.4,0.8%,498
798,21.7532830489,-28.5520016758,839.102,1000,786595.3,1000,786617.5,0.1,0.1%,498
799,21.7536814174,-28.5609949580,832.189,997.47,787592.8,997.5,787615,0.4,0.7%,499
800,21.7531051824,-28.5700035460,835.404,1000,788592.8,1000,788615,0.2,0.3%,499
801,21.7539042743,-28.5789905177,833.306,999.08,789591.8,999.08,789614.1,0.1,0.2%,500
802,21.7548432054,-28.5879752916,833.919,1000,790591.8,1000,790614.1,0.0,0.1%,500
803,21.7561400307,-28.5968455242,834.674,991.23,791583.1,991.23,791605.3,0.0,0.1%,502
804,21.7549450805,-28.6058065748,833.514,1000,792583.1,1000,792605.3,0.1,0.1%,502
805,21.7559258258,-28.6147398279,835.655,994.7,793577.8,994.7,793600,0.1,0.2%,503
806,21.7585468074,-28.6234007523,835.66,993.52,794571.3,993.52,794593.5,0.0,0.0%,504
807,21.7628681543,-28.6315765795,835.829,999.81,795571.1,999.81,795593.4,0.0,0.0%,505
808,21.7672484148,-28.6397299357,835.177,1000,796571.1,1000,796593.4,0.0,0.1%,505
809,21.7734065647,-28.6467594796,835.634,984.62,797555.7,984.63,797578,0.0,0.0%,507
810,21.7823398254,-28.6510895900,836.717,996.54,798552.3,996.54,798574.5,0.1,0.1%,508
811,21.7916702369,-28.6547872447,835.312,1000,799552.3,1000,799574.5,0.1,0.1%,508
812,21.8000364936,-28.6598582656,836.715,992.36,800544.6,992.36,800566.9,0.1,0.1%,510
813,21.8069733136,-28.6664558618,836.323,997.24,801541.9,997.24,801564.1,0.0,0.0%,511
814,21.8114815025,-28.6745115700,837.673,995.64,802537.5,995.64,802559.8,0.1,0.1%,512
815,21.8160749137,-28.6825283883,838.98,995.49,803533,995.49,803555.3,0.1,0.1%,513
816,21.8193059457,-28.6910412452,837.168,994.93,804527.9,994.93,804550.2,0.1,0.2%,515
817,21.8230994114,-28.6994211386,839.347,1000,805527.9,1000,805550.2,0.1,0.2%,515
818,21.8277739349,-28.7073998701,841.971,995.29,806523.2,995.3,806545.5,0.2,0.3%,516
819,21.8333303114,-28.7149770779,838.135,1000,807523.2,1000,807545.5,0.2,0.4%,516
820,21.8402768832,-28.7215706158,842.14,997.32,808520.5,997.33,808542.8,0.2,0.4%,517
821,21.8462123868,-28.7288801032,841.37,996.27,809516.8,996.27,809539.1,0.0,0.1%,518
822,21.8517693428,-28.7364576051,841.341,1000,810516.8,1000,810539.1,0.0,0.0%,518
823,21.8564566619,-28.7444432475,843.175,996.48,811513.3,996.48,811535.6,0.1,0.2%,519
824,21.8597606933,-28.7529430075,838.912,995.79,812509.1,995.8,812531.4,0.2,0.4%,520
825,21.8636089021,-28.7612374234,841.339,993.15,813502.2,993.15,813524.5,0.1,0.2%,522
826,21.8691664344,-28.7688156009,842.366,1000,814502.2,1000,814524.5,0.1,0.1%,522
827,21.8751491378,-28.7761265146,841.959,998.94,815501.1,998.94,815523.4,0.0,0.0%,523
828,21.8794787797,-28.7840217959,841.426,971.83,816473,971.83,816495.3,0.0,0.1%,524
829,21.8808330000,-28.7929317200,842.347,996.32,817469.3,996.32,817491.6,0.1,0.1%,525
830,21.8797297913,-28.8018534222,846.037,994.66,818464,994.67,818486.3,0.2,0.4%,526
831,21.8782897678,-28.8107105400,847.102,991.67,819455.6,991.67,819477.9,0.1,0.1%,527
832,21.8824860925,-28.8183643247,844.005,942.01,820397.6,942.01,820419.9,0.2,0.3%,528
833,21.8924025905,-28.8197328300,850.998,979.74,821377.4,979.77,821399.7,0.4,0.7%,530
834,21.9021182600,-28.8172344142,849.337,987.93,822365.3,987.94,822387.6,0.1,0.2%,532
835,21.9111377008,-28.8130623204,849.368,994.45,823359.8,994.45,823382.1,0.0,0.0%,533
836,21.9208987130,-28.8108369756,846.634,984.22,824344,984.23,824366.3,0.2,0.3%,534
837,21.9310915754,-28.8115195494,848.562,997.85,825341.8,997.85,825364.2,0.1,0.2%,535
838,21.9410838876,-28.8131916895,848.28,992.84,826334.7,992.84,826357,0.0,0.0%,536
839,21.9490842468,-28.8186194011,847.909,985.76,827320.4,985.76,827342.8,0.0,0.0%,537
840,21.9562790742,-28.8250428091,851.435,1000,828320.4,1000,828342.8,0.2,0.4%,537
841,21.9627472545,-28.8319796632,853.494,994.8,829315.2,994.8,829337.6,0.1,0.2%,538
842,21.9675911483,-28.8398711989,854.099,994.22,830309.5,994.22,830331.8,0.0,0.1%,539
843,21.9710767865,-28.8483558052,853.115,1000,831309.5,1000,831331.8,0.1,0.1%,539
844,21.9745624246,-28.8568404116,852.207,999.99,832309.5,1000,832331.8,0.1,0.1%,539
845,21.9806143102,-28.8641006709,851.631,998.09,833307.5,998.09,833329.9,0.0,0.1%,540
846,21.9878218258,-28.8701850352,852.72,974.28,834281.8,974.28,834304.2,0.1,0.1%,541
847,21.9958601705,-28.8755411863,853.999,983.56,835265.4,983.56,835287.7,0.1,0.1%,543
848,22.0057514789,-28.8772444217,858.88,983.23,836248.6,983.25,836271,0.3,0.5%,545
849,22.0155753808,-28.8749103621,860.052,992.67,837241.3,992.67,837263.6,0.1,0.1%,546
850,22.0247859221,-28.8710347402,856.215,995.95,838237.2,995.96,838259.6,0.2,0.4%,547
851,22.0331519231,-28.8658670102,858.99,997.12,839234.4,997.12,839256.7,0.2,0.3%,548
852,22.0384447082,-28.8583188275,858.683,983.14,840217.5,983.14,840239.9,0.0,0.0%,550
853,22.0423784039,-28.8501291015,858.78,985.51,841203,985.51,841225.4,0.0,0.0%,551
854,22.0488185952,-28.8431612469,859.032,995.67,842198.7,995.67,842221,0.0,0.0%,552
855,22.0554449351,-28.8362788831,858.371,1000,843198.7,1000,843221.1,0.0,0.1%,552
856,22.0645057129,-28.8367000668,859.398,885.49,844084.2,885.49,844106.5,0.1,0.1%,554
857,22.0733881235,-28.8411836887,859.367,999.17,845083.3,999.17,845105.7,0.0,0.0%,555
858,22.0794522153,-28.8484569321,860.031,1000,846083.3,1000,846105.7,0.0,0.1%,555
859,22.0823598877,-28.8570229352,861.703,990.89,847074.2,990.89,847096.6,0.1,0.2%,556
860,22.0856155466,-28.8655541330,862.093,997.47,848071.7,997.47,848094.1,0.0,0.0%,557
861,22.0901963133,-28.8735803948,862.708,995.53,849067.2,995.53,849089.6,0.0,0.1%,558
862,22.0971624555,-28.8801750475,864.978,998.02,850065.3,998.03,850087.6,0.1,0.2%,559
863,22.1045216278,-28.8864383003,862.802,998.61,851063.9,998.62,851086.2,0.1,0.2%,560
864,22.1120806840,-28.8924353225,863.916,992.7,852056.6,992.7,852078.9,0.1,0.1%,561
865,22.1176399331,-28.9000164062,862.113,1000,853056.6,1000,853079,0.1,0.2%,561
866,22.1231991821,-28.9075974898,864.449,999.99,854056.6,999.99,854078.9,0.1,0.2%,561
867,22.1285761612,-28.9152017505,865.573,992.62,855049.2,992.62,855071.6,0.1,0.1%,563
868,22.1347359388,-28.9223991790,867.418,998.58,856047.8,998.58,856070.2,0.1,0.2%,564
869,22.1402961416,-28.9299807982,865.231,1000,857047.8,1000,857070.2,0.1,0.2%,564
870,22.1458563444,-28.9375624173,871.37,1000,858047.8,1000,858070.2,0.4,0.6%,564
871,22.1514165472,-28.9451440364,869.074,999.99,859047.8,999.99,859070.2,0.1,0.2%,564
872,22.1569767500,-28.9527256556,869.81,999.97,860047.8,999.97,860070.2,0.0,0.1%,564
873,22.1636055548,-28.9596069988,871.192,999.62,861047.4,999.62,861069.8,0.1,0.1%,565
874,22.1693367449,-28.9669626569,869.529,988.3,862035.7,988.3,862058.1,0.1,0.2%,566
875,22.1731619348,-28.9753343786,872.241,999.98,863035.7,999.99,863058.1,0.2,0.3%,567
876,22.1729099173,-28.9837859398,871.788,937.05,863972.7,937.05,863995.1,0.0,0.0%,569
877,22.1676657887,-28.9912274691,872.569,970.28,864943,970.28,864965.4,0.0,0.1%,570
878,22.1639131475,-28.9990375944,870.367,939.71,865882.7,939.71,865905.1,0.1,0.2%,571
879,22.1637925021,-29.0079828625,875.414,991.53,866874.2,991.54,866896.7,0.3,0.5%,572
880,22.1692923463,-29.0155302228,878.29,993.42,867867.6,993.43,867890.1,0.2,0.3%,573
881,22.1765045269,-29.0219293368,878.527,998.36,868866,998.36,868888.4,0.0,0.0%,574
882,22.1843255833,-29.0277529770,875.018,998.56,869864.6,998.56,869887,0.2,0.4%,575
883,22.1932776121,-29.0321692697,880.96,1000,870864.6,1000,870887,0.3,0.6%,575
884,22.2018016255,-29.0370741154,879.424,992.43,871857,992.44,871879.5,0.1,0.2%,576
885,22.2089464284,-29.0435532442,888.294,1000,872857,1000,872879.5,0.5,0.9%,576
886,22.2135496121,-29.0514706334,889.885,985.43,873842.4,985.43,873864.9,0.1,0.2%,578
